Codi;Descripció;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
0101010400010001;POBLACIÓ REGISTRADA TOTAL;5385;5683;5962;6176;6310;5866;5591;5503;6189;6221;6424;7103;7239;8392;8959;10317;11356;12200;13583;14380;15545;17216;18233;19545;20550;21425;23092;24807;26558;26880;28082;30066;31274;35460;37825;39940;41627;42712;44596;46976;48451;50528;50887;54507;59048;61599;65227;64311;63859;64479;65306;65877;65971;65844;66334;67159;72320;76875;78549;81222;83137;84484;84082;85015;78115;76246;76098;76949;78014;78264;80209;80275;81748;82887;84383;86610;90446;92858;94128
