Codi;Descripció;2022/01;2022/02;2022/03;2022/04;2022/05;2022/06;2022/07;2022/08;2022/09;2022/10;2022/11;2022/12;2023/01;2023/02;2023/03;2023/04;2023/05;2023/06;2023/07;2023/08;2023/09;2023/10;2023/11;2023/12;2024/01;2024/02;2024/03;2024/04;2024/05;2024/06;2024/07;2024/08;2024/09;2024/10;2024/11;2024/12;2025/01;2025/02;2025/03;2025/04;2025/05;2025/06;2025/07;2025/08;2025/09;2025/10;2025/11;2025/12;2026/01;2026/02;2026/03;2026/04
0205060800010001;NOMBRE DE VISITANTS (METODOLOGIA 2025). TOTAL;603060;581209;539716;594591;427787;769171;845223;1102691;716821;625240;598383;711881;710245;660614;664275;681439;490912;809719;944246;1167901;782214;655920;629087;737546;727689;676670;763824;564955;516595;885243;912439;1187598;757431;634358;732552;767685;758035;732645;646580;644829;513621;843422;924738;1163583;801066;711859;685096;768866;672636;607610;714488;631363
