Codi;Descripció;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
0101010100010001;TOTAL POBLACIÓ. POBLACIÓ;73600;70290;69772;69758;69966;70570;71732;73105;74794;76177;77543;78015;79535;81588;85101;87097;89058
